case_id,estimated_v10_mean_residual_mpa,predicted_mean_correction_mpa,error_mpa
case_72,-0.9641346166622161,-0.36237048389752524,0.6017641327646909
case_73,-1.2847593121464935,-0.8377287013701042,0.4470306107763893
case_74,-1.071347863737013,-0.820751425801836,0.25059643793517705
case_75,-0.4977414540631843,-0.5774918020204929,-0.07975034795730856
case_77,-0.4844726030330779,-0.5613726346182781,-0.07690003158520026
case_81,-0.6140837534229326,-0.6559419284784329,-0.04185817505550027
case_82,-0.5761269055741907,-0.5942517321630494,-0.018124826588858722
case_83,-0.5966951392994776,-0.5829003960622983,0.01379474323717933
case_84,-0.5533479719157197,-0.6199647058255555,-0.0666167339098358
case_85,-0.5162331753946499,-0.5752348275428936,-0.05900165214824371
case_86,-0.36333790694810375,-0.6823459414979769,-0.31900803454987314
case_87,-0.9982035955263486,-0.7549168641801545,0.24328673134619416
case_92,-0.3359643289985677,-0.634206345440989,-0.29824201644242126
case_93,-0.591176755995388,-0.6283835271619751,-0.037206771166587105
case_94,-0.7299927506008747,-0.7807279819453896,-0.050735231344514964
case_95,-1.1315955972482892,-0.8040423487309212,0.327553248517368
case_96,-1.2896006112335319,-0.6983686545849934,0.5912319566485384
case_97,-0.3045317974562151,-0.5593666601828122,-0.2548348627265971
case_98,-0.35654601728457586,-0.6301804281590215,-0.2736344108744457
case_100,-0.5384472816953131,-0.6132924874932437,-0.07484520579793064
case_101,-0.7260583123825418,-0.5899295380045702,0.13612877437797166
case_102,-0.856434649626686,-0.6958290030201983,0.16060564660648768
case_104,-0.515767181440885,-0.6095699347841896,-0.09380275334330468
case_105,-0.6526583686248771,-0.5093460887645553,0.1433122798603218
case_106,-0.3792393908833424,-0.3760394447844513,0.0031999460988911266
case_110,-0.5909604146242508,-0.4956385981416338,0.09532181648261695
case_111,-0.05279839711720759,-0.6926066689254731,-0.6398082718082655
case_114,-0.5933694019432155,-0.46780466517247166,0.12556473677074387
case_115,-0.6395281373120535,-0.5456633606683203,0.09386477664373316
case_116,-0.5679103888164356,-0.606940219493951,-0.03902983067751542
case_117,-0.8023833073523879,-0.6530994738720157,0.14928383348037222
case_119,-0.8204416929354309,-0.5013415496315743,0.3191001433038566
case_120,-0.7147372377849238,-0.5911553073154472,0.12358193046947663
case_121,-0.46447315444124615,-0.4756651116672359,-0.011191957225989757
case_122,-0.5641766847119966,-0.4161512840794048,0.14802540063259173
case_125,-0.720931994603909,-0.6278800069305361,0.09305198767337286
case_127,-0.47188019790846797,-0.4482716058393661,0.023608592069101875
case_128,-0.44275164760092467,-0.3904235383532286,0.05232810924769604
case_129,-0.438187698810723,-0.5660509149547333,-0.12786321614401025
case_130,-0.41588399296910294,-0.6127783783868039,-0.196894385417701
case_136,-0.4522264657994564,-0.48278402443927515,-0.030557558639818738
case_137,-0.49686450223775974,-0.3818977254772469,0.11496677676051287
case_141,-0.5400086462453333,-0.5012354405815826,0.03877320566375064
case_142,-0.4802595185911548,-0.5067739885608284,-0.02651446996967366
case_143,-0.29427898032104066,-0.5250172126195138,-0.23073823229847318
case_144,-0.46555831659149344,-0.6910775576620349,-0.2255192410705415
case_145,-0.9180309300617191,-0.6221205475199458,0.29591038254177326
case_146,-0.6438523805912163,-0.5100790175677716,0.13377336302344467
case_147,-0.4569016056970987,-0.505844775879029,-0.048943170181930284
case_148,-0.11239897051805227,-0.48261692219889474,-0.3702179516808425
case_150,-0.3020012476352988,-0.5778126421062468,-0.27581139447094805
case_151,-0.5488541080240404,-0.48410649564564356,0.06474761237839688
case_153,-0.41863678062815773,-0.5116000779418031,-0.09296329731364533
case_155,-0.48133525352160944,-0.5165523207706932,-0.0352170672490838
case_157,-0.5076357330880347,-0.4843070358682464,0.023328697219788253
case_158,-0.23848403290304984,-0.5852878115949811,-0.34680377869193124
case_159,-0.25072017838385124,-0.4936311192270446,-0.24291094084319337
case_164,-0.4971320273344688,-0.4613927654981562,0.0357392618363126
case_165,-0.1805419089037924,-0.7076235942520943,-0.5270816853483019
case_169,-0.06592334145631147,-0.5073424332773759,-0.4414190918210645
case_170,-0.6232056906339504,-0.47977712414849116,0.1434285664854592
case_171,-0.10549530235962298,-0.5488742408133405,-0.44337893845371745
case_173,-0.6568376820696527,-0.8692039208118889,-0.21236623874223626
case_175,-0.3761941094619819,-0.45193374447932055,-0.07573963501733866
case_176,-0.461242519225713,-0.5789736989446501,-0.1177311797189371
case_179,-0.39318564332091793,-0.4959111889989829,-0.10272554567806497
case_181,-0.30264892220941436,-0.5710831234664113,-0.26843420125699696
case_182,-0.559530799568826,-0.5985796167886874,-0.03904881721986142
case_184,-0.2357611736352077,-0.5022644931969207,-0.26650331956171297
case_187,-0.206052202581149,-0.5058882363361168,-0.2998360337549678
case_188,-0.5363940859747148,-0.4841235721235022,0.05227051385121262
case_193,-0.5178938886164597,-0.5219157428521284,-0.004021854235668698
case_194,-0.4345389730351623,-0.5399901858351377,-0.10545121279997538
case_195,-0.22641646673498453,-0.5514407984996559,-0.3250243317646714
case_196,-0.4090676441613679,-0.4965382659370363,-0.08747062177566839
case_197,-0.3982551684188363,-0.4690418198086299,-0.07078665138979362
