case_id,weighted_numerator,weighted_denominator,unconstrained_case_gain,q90,q95,q99,raw_weight_mean,normalised_weight_mean,normalised_weight_min,normalised_weight_max
case_143,303227.19262693595,147456.15161166497,2.056388894683104,6.828693103790284,7.921590662002563,12.536460180282564,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_144,438760.99463854113,209798.517373554,2.091344591617447,8.429866123199465,9.57113671302795,15.136413698196405,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_145,220729.4656450621,116978.37299512874,1.8869254204300978,6.4360365867614755,7.399078512191771,11.438420429229723,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_146,274363.6346144,137420.5153207587,1.9965260206891007,6.4904943943023685,7.589036440849302,12.167704410552965,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_147,327397.7365759368,154274.41894055955,2.1221777325382765,7.216656684875488,8.369614458084104,13.121011762619016,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_148,260127.2297832711,129582.64017524077,2.007423443691907,6.300917434692384,7.333276700973511,11.485404291152937,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_150,260391.41144523598,163610.51762823702,1.5915322267784076,6.113219213485718,7.405756855010986,10.835816211700429,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_151,192509.0928756901,103505.52453110191,1.8598919598522872,5.76791081428528,6.654342794418334,10.317672529220548,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_153,302931.8753213245,158221.95203891076,1.9146007960186582,6.899252128601077,8.088743019104003,12.596611623764018,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_154,228351.67787983344,140137.8746325637,1.6294786721902488,5.747634983062745,6.938599348068237,10.474741182327266,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_155,247225.066245237,119732.70389182422,2.0648081786292845,6.5814643859863295,7.589083981513977,11.835097093582132,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_156,365930.87916071195,160917.4686022961,2.2740283099102303,7.027060174942017,8.350664710998535,13.289695453643796,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_157,262250.2400660116,122843.07375412,2.1348394504595833,6.234185695648196,7.273385071754455,11.7065015220642,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_158,385175.20732828265,178617.58993951758,2.156423717612069,7.99565691947937,9.031450700759887,14.374462537765476,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_159,308801.9126164412,149393.26179456423,2.067040433464029,6.59002161026001,7.735206508636474,12.345149745941162,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_163,286692.8751663745,178158.8670642579,1.6091979023585214,7.7857942581176784,9.154281949996946,13.400103712081906,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_164,249758.8852752362,119119.1383668034,2.096715009020247,6.586019182205203,7.523049545288086,11.752422008514381,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_165,169033.5738672656,207250.77256138326,0.8155992461605973,6.380742454528812,8.25058135986328,13.54518896102898,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_166,319804.9131477906,146625.82064413573,2.181095469698782,7.0247314453125,8.191421604156492,12.85470631599426,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_169,330453.3833492498,162478.04226197704,2.033834103050257,6.967317152023317,8.090929222106933,12.841711378097514,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_170,165584.1932409697,109347.49162447147,1.5142934765218952,5.600141525268558,6.727396512031555,9.981185073852506,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_171,406069.9004035208,174155.08510108554,2.331656868749046,8.078412532806396,9.183458948135376,14.578658542633027,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_173,32726.774163024835,318223.18012121564,0.1028422070025155,6.56617274284363,9.599425172805786,17.56222873687742,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_175,303747.4697731997,135321.15571365098,2.2446414100685823,6.440139722824097,7.760565519332886,12.505675315856932,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_176,283746.31874135503,180042.10772423155,1.5759997609890573,6.486819982528687,7.827819538116455,11.872080402374266,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_179,379662.1824029302,185245.41829157068,2.0495091641368073,7.400428724288941,8.778277397155762,13.768545122146582,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_180,255638.50183793384,118503.78104796572,2.1572181037368026,6.915890789031983,7.6927731275558475,12.1202414035797,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
