case_id,case_number,feature,spearman,pearson,n_elements
case_52,52,rho,0.06991525875225696,0.22106722450055913,400360
case_52,52,theta,0.05623393175387615,0.06899196157369386,400360
case_52,52,z,0.19054612211907213,0.15012564476038653,400360
case_52,52,theta_sin,0.05623393161615742,0.06956636354563833,400360
case_52,52,theta_cos,-0.05623396158704718,-0.061424759762119786,400360
case_54,54,fluence_rate,0.1008005405213924,-0.2246100365227617,400360
case_54,54,temperature,-0.05737501708347377,-0.20564882530572748,400360
case_54,54,weight_loss_rate,-0.1251075221022997,-0.31955240582599037,400360
case_54,54,rho,0.03554250076641064,0.2025292846411202,400360
case_54,54,theta,0.045672484078944364,0.06322646536916339,400360
case_54,54,z,0.20690242126367653,0.15833236596648956,400360
case_54,54,theta_sin,0.04567248347032569,0.06274574166885237,400360
case_54,54,theta_cos,-0.04567257313129436,-0.0628443988397026,400360
case_56,56,fluence_rate,-0.12066386485631155,-0.33008598892305313,400360
case_56,56,temperature,-0.18258563694655947,-0.2923102813692779,400360
case_56,56,weight_loss_rate,-0.2496184319681523,-0.41905908830916183,400360
case_56,56,rho,0.16390585766734797,0.302611464887739,400360
case_56,56,theta,0.04319972157997119,0.04789467097870617,400360
case_56,56,z,0.08416687267955872,0.07751392209481103,400360
case_56,56,theta_sin,0.04319972121829186,0.047468231943904315,400360
case_56,56,theta_cos,-0.043199751716649304,-0.0481608454763799,400360
case_57,57,fluence_rate,0.041016357913718944,-0.2659895122479646,400360
case_57,57,temperature,-0.16876172392409852,-0.2737320073877752,400360
case_57,57,weight_loss_rate,-0.08830787870148643,-0.3339462094733703,400360
case_57,57,rho,0.12040042679526111,0.2736077066509116,400360
case_57,57,theta,0.04140352548239774,0.05316522307832735,400360
case_57,57,z,0.206266728992975,0.16022886310816964,400360
case_57,57,theta_sin,0.04140352601656044,0.05273962366752956,400360
case_57,57,theta_cos,-0.041403609598566926,-0.05274110456433991,400360
case_58,58,fluence_rate,0.056573772754662764,-0.23400899046426393,400360
case_58,58,temperature,-0.10443701278984414,-0.22958858335355573,400360
case_58,58,weight_loss_rate,-0.024788540898640264,-0.2117540877889091,400360
case_58,58,rho,0.07571859150186272,0.22766738468509062,400360
case_58,58,theta,0.04178408952780753,0.06313128440613178,400360
case_58,58,z,0.18484052301221604,0.14354288020718123,400360
case_58,58,theta_sin,0.04178408997410159,0.06256816964410264,400360
case_58,58,theta_cos,-0.041784184242978153,-0.06303289126497724,400360
case_59,59,fluence_rate,0.09308114436809266,-0.23815306658488772,400360
case_59,59,temperature,-0.09417043044019767,-0.2387801146042375,400360
case_59,59,weight_loss_rate,-0.0965114324508862,-0.32013735855546915,400360
case_59,59,rho,0.07709042155131851,0.23867044798237017,400360
case_59,59,theta,0.0402099216289556,0.0566292988277073,400360
case_59,59,z,0.24627937505272585,0.18101037389596467,400360
case_59,59,theta_sin,0.04020992215083367,0.056158954918278964,400360
case_59,59,theta_cos,-0.04021001152471626,-0.056224020813175575,400360
case_60,60,fluence_rate,0.10764910613237429,-0.21034120343998525,400360
case_60,60,temperature,-0.027628341210821302,-0.17007491701551639,400360
case_60,60,weight_loss_rate,-0.1238333328672685,-0.4001637446795918,400360
case_60,60,rho,0.012852483334509014,0.18216175656293762,400360
case_60,60,theta,0.032883300406061654,0.05677613505438555,400360
case_60,60,z,0.20592192889306435,0.15629828106085214,400360
case_60,60,theta_sin,0.0328833009413806,0.056388666614121404,400360
case_60,60,theta_cos,-0.03288338752097276,-0.05583393394913634,400360
case_61,61,fluence_rate,0.013517706569247305,-0.27827968812048065,400360
case_61,61,temperature,-0.10311375706072978,-0.1705754818201304,400360
case_61,61,weight_loss_rate,-0.14993850834595115,-0.40063625404419423,400360
case_61,61,rho,0.0992708210039934,0.24434095906240066,400360
case_61,61,theta,0.0463316545166197,0.06237717924256051,400360
case_61,61,z,0.154414417957357,0.12235388987837502,400360
case_61,61,theta_sin,0.04633165378471662,0.06302035482317093,400360
case_61,61,theta_cos,-0.04633166894171182,-0.05455608358920023,400360
case_62,62,fluence_rate,-0.05428625855608625,-0.31528475706194187,400360
case_62,62,temperature,0.010864031126960005,0.0596679372348527,400360
case_62,62,weight_loss_rate,-0.08704746918448501,-0.26486504648038,400360
case_62,62,rho,0.19357882618533828,0.32247982016110555,400360
case_62,62,theta,0.04808518437307452,0.049837931344095365,400360
case_62,62,z,0.19937800816232246,0.15986979097667528,400360
case_62,62,theta_sin,0.04808518467486991,0.04954339873068062,400360
case_62,62,theta_cos,-0.048085268397231706,-0.049134977405673436,400360
case_63,63,fluence_rate,-0.36633437049605905,-0.526809499596796,400360
case_63,63,temperature,-0.2790659090813123,-0.3329256739228943,400360
case_63,63,weight_loss_rate,-0.42731268148902213,-0.5749710523174639,400360
case_63,63,rho,0.34653271463149743,0.41981814780606763,400360
case_63,63,theta,0.04869355685763148,0.008652207048469779,400360
case_63,63,z,0.01665077133351429,0.034280279170970235,400360
case_63,63,theta_sin,0.04869355727756196,0.0058324769606295885,400360
case_63,63,theta_cos,-0.048693599361420065,-0.027924655467526826,400360
case_64,64,fluence_rate,0.1323631065476962,-0.20973262466472448,400360
case_64,64,temperature,0.04167854969807759,-0.1763339690496332,400360
case_64,64,weight_loss_rate,-0.10310117592722436,-0.40309189483773017,400360
case_64,64,rho,0.0231391876911798,0.19651023726748634,400360
case_64,64,theta,0.028312435306352194,0.053131774410980645,400360
case_64,64,z,0.22469170549505235,0.1753830010499004,400360
case_64,64,theta_sin,0.028312434970828488,0.05315009936568552,400360
case_64,64,theta_cos,-0.02831251690215102,-0.04922747150444818,400360
case_66,66,fluence_rate,-0.48519976068388027,-0.6913164340220334,400360
case_66,66,temperature,-0.35987372525160927,-0.45152795902913595,400360
case_66,66,weight_loss_rate,-0.14891666967595163,-0.16545319323835478,400360
case_66,66,rho,0.343640291001681,0.4353255359245224,400360
case_66,66,theta,0.03983680079223809,-0.013416313892274946,400360
case_66,66,z,-0.00700512179670138,0.01858247329350296,400360
