case_id,case_number,n_elements,predictor_only,fluence_rate_mean,fluence_rate_std,fluence_rate_min,fluence_rate_p95,fluence_rate_max,temperature_mean,temperature_std,temperature_min,temperature_p95,temperature_max,weight_loss_rate_mean,weight_loss_rate_std,weight_loss_rate_min,weight_loss_rate_p95,weight_loss_rate_max,rho_mean,rho_std,rho_min,rho_p95,rho_max,theta_mean,theta_std,theta_min,theta_p95,theta_max,z_mean,z_std,z_min,z_p95,z_max,theta_sin_mean,theta_sin_std,theta_sin_min,theta_sin_p95,theta_sin_max,theta_cos_mean,theta_cos_std,theta_cos_min,theta_cos_p95,theta_cos_max,similarity_group,final_evaluation_signature_sha256
case_33,33,400360,True,3.414597872313782,0.3979391736867787,2.7629098892211914,4.318644046783447,5.172939777374268,357.29927466891127,10.703727193402678,344.50250244140625,370.88958740234375,432.2895812988281,0.3508968473231117,0.02987202499628586,0.31325599551200867,0.4087260067462921,0.6525769829750061,187.36055684051072,17.397158420617902,130.17132568359375,212.38650131225586,222.75384521484375,0.34435636723937785,0.14124750275579834,0.00752206752076745,0.559067890048027,0.7734986543655396,442.7185624195212,256.8232952766538,1.7441890239715576,841.638916015625,883.9711303710938,0.3341712745354922,0.13134567649818826,0.0075219967402517796,0.5303962618112564,0.6986427307128906,0.9319693078224697,0.050110694776782226,0.7154707312583923,0.9922977685928345,0.9999716877937317,group_024,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_37,37,400360,True,3.076756550146395,0.2271958402413014,2.7462239265441895,3.6102559566497803,5.078359127044678,414.60981560809137,11.828325960560722,355.0357666015625,434.8481140136719,449.45904541015625,0.5287749895254851,0.042755419091730994,0.30638301372528076,0.5923330187797546,0.6821969747543335,186.6537772057547,17.345048981681664,129.6735076904297,211.58404693603515,222.01890563964844,0.34437857616202255,0.14131181097098497,0.007524263579398394,0.5591312050819397,0.7734984159469604,441.55931984488575,256.2604188614037,1.6141129732131958,839.5932067871094,881.8245849609375,0.334189096968976,0.13140595329518864,0.007524192798882723,0.5304498702287674,0.6986425518989563,0.9319533164975932,0.050131216627596675,0.7154709100723267,0.99229955971241,0.9999716877937317,group_028,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_38,38,400360,True,4.806645055550392,0.23437803290023493,3.268510103225708,5.021553993225098,5.300340175628662,442.8034414699378,11.404420568057795,360.2724914550781,448.9698791503906,451.7891845703125,0.4049991392740325,0.04907644798933039,0.3285369873046875,0.5063660144805908,0.6609269976615906,188.98621533241695,17.499375132264163,131.15611267089844,214.14926452636718,224.81866455078125,0.3440550870620242,0.14093161388144942,0.007527999579906464,0.5571869909763335,0.7734731435775757,446.0124266572719,258.50088119220766,1.717689037322998,847.6062042236329,890.18896484375,0.3339045155388679,0.13105780352051044,0.007527928799390793,0.5288007557392119,0.6986244320869446,0.9321120339836294,0.04998782526527249,0.7154885530471802,0.992250633239746,0.9999716877937317,group_029,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_41,41,400360,True,3.4606692700134025,0.401986195663868,2.748927116394043,4.406187057495117,5.184000015258789,433.34560805675284,10.64945124416809,358.2958679199219,445.913818359375,450.39501953125,0.358526404455523,0.05772868042514789,0.2651210129261017,0.4882729947566986,0.6518890261650085,187.47883611109864,17.357960658094076,130.0843048095703,212.437247467041,223.2781982421875,0.3440431706817876,0.14108189465947435,0.007525525987148285,0.5581703215837478,0.773479700088501,443.4996529867875,256.88881909409673,1.773406982421875,842.6054107666016,885.4441528320312,0.33388655482598895,0.13120051850150977,0.007525455206632614,0.5296350896358489,0.6986291408538818,0.9320960823039705,0.05003084915367797,0.7154839634895325,0.992294430732727,0.9999716877937317,group_032,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_46,46,400360,True,3.3988831290689925,0.4041992949812288,2.755197048187256,4.339306831359863,5.163165092468262,389.40420857800245,18.57064202058332,347.47821044921875,427.8923645019531,447.77716064453125,0.31461449761480725,0.03169554537439021,0.2705569863319397,0.39130699634552,0.617160975933075,187.3925700830739,17.37383782591567,130.1350555419922,212.39609298706054,222.95303344726562,0.3442154634046181,0.14122813069168497,0.00752019789069891,0.5588218182325363,0.7734917402267456,443.2653427645488,256.96146365231317,1.769428014755249,842.424560546875,885.1537475585938,0.33404070202786745,0.13133281020131207,0.007520126644521952,0.5301876217126846,0.6986377835273743,0.9320190211970354,0.05009038412511915,0.7154755592346191,0.9923009276390076,0.9999717473983765,group_004,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_50,50,400360,True,4.067579442774193,0.3006772366416465,3.019921064376831,4.686339855194092,5.235249996185303,385.04349630620527,19.55584961026048,346.3605651855469,427.645263671875,446.5792236328125,0.35783773391250845,0.04190937352395304,0.2887209951877594,0.4440940022468567,0.6308760046958923,187.73493526148883,17.377629179962575,130.278076171875,212.7207649230957,223.4706573486328,0.3440277378724141,0.14107759422569247,0.00752715440467,0.5579991370439529,0.7734729051589966,443.93850985061385,257.2236817781499,1.753788948059082,843.5547729492188,886.447998046875,0.33387241095774806,0.1311975563011164,0.007527083158493042,0.5294899106025696,0.6986242532730103,0.9321017886621872,0.0500266924716782,0.7154887318611145,0.9922941327095032,0.9999716877937317,group_038,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_53,53,400360,True,3.4485503193190885,0.3983115057391112,2.7713980674743652,4.375607013702393,5.177451133728027,441.08545424352457,11.149322512635921,360.65899658203125,448.67230224609375,452.87530517578125,0.3557967138958568,0.05832838105677914,0.2656260132789612,0.4908379912376404,0.6397250294685364,187.48333488058074,17.35790369192626,130.0861053466797,212.43973388671876,223.23040771484375,0.3440396218833815,0.14107406780837295,0.007524906191974878,0.5581285595893857,0.7734796404838562,443.48642548271437,256.890384241556,1.7712010145187378,842.5916137695312,885.3717041015625,0.3338836018289699,0.13119325671575743,0.00752483494579792,0.5295997023582456,0.6986290812492371,0.9320983071129917,0.05002814982483699,0.7154840230941772,0.9922939538955688,0.9999716877937317,group_032,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_55,55,400360,True,3.389665293734037,0.40417857696952236,2.748042106628418,4.314602851867676,5.1642961502075195,422.64806863764016,10.885782233649834,352.2539367675781,440.8162841796875,450.22332763671875,0.36193722849340515,0.055834056873775954,0.28083398938179016,0.49570199847221375,0.6478559970855713,187.40600216560924,17.35683732446747,130.0739288330078,212.36858825683592,223.269287109375,0.34408683663627176,0.14111432212728614,0.007523227948695421,0.5583217561244964,0.7734839916229248,443.3140432770027,256.83174410091465,1.7636170387268066,842.33203125,885.1898803710938,0.3339258489249217,0.13122979912227628,0.0075231571681797504,0.5297635614871978,0.6986322402954102,0.9320771651273841,0.050044235206053944,0.7154809832572937,0.9922959804534912,0.9999716877937317,group_042,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_65,65,400360,True,4.538838003203161,0.2660498914399322,3.056925058364868,4.937808990478516,5.304224014282227,353.5012640948586,11.061437563621299,341.42303466796875,367.91693115234375,431.6269836425781,0.3488562895970836,0.06145558994227031,0.25943198800086975,0.49135100841522217,0.6472749710083008,187.7275736519978,17.41329978360762,130.37417602539062,212.76635971069337,223.3448028564453,0.34422827286867386,0.14112794405090917,0.007527006324380636,0.5582487106323242,0.7734861373901367,443.51063008963354,257.14677196799886,1.7398829460144043,842.9895629882812,885.45068359375,0.33405719599709244,0.13123721173102093,0.007526935078203678,0.5297015726566314,0.6986337304115295,0.9320280550120892,0.05006284710915565,0.7154794931411743,0.9922852635383606,0.9999716877937317,group_051,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_70,70,400360,True,3.4070290836281254,0.40209345618922027,2.7657310962677,4.34499979019165,5.164669036865234,369.53432994289517,14.276267948321939,346.14227294921875,404.693603515625,432.1348876953125,0.3221154342903959,0.03619903052025529,0.2651529908180237,0.40843498706817627,0.599403977394104,187.32823355837962,17.38823038551355,130.09161376953125,212.350813293457,222.83200073242188,0.3443399531331573,0.14126082665868506,0.007520763669162989,0.5590752363204956,0.7734994292259216,442.9335139009476,256.8586755386568,1.7643840312957764,841.9216339111329,884.4119262695312,0.3341553352890268,0.1313588076250445,0.007520692422986031,0.5304024815559387,0.6986432075500488,0.9319730353837473,0.05011324051288366,0.7154701948165894,0.9923002123832703,0.9999717473983765,group_055,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_76,76,400360,True,3.4639584363620473,0.4019340929967001,2.780198097229004,4.410873889923096,5.182711124420166,360.3962047243418,11.426462888957028,343.0609130859375,383.0381774902344,431.86376953125,0.3573416876351039,0.05540359130044905,0.2681039869785309,0.49414101243019104,0.6212130188941956,187.32055732989267,17.392924410829544,130.0890655517578,212.34153900146484,222.80435180664062,0.3443490820186422,0.14125706965926474,0.007520209066569805,0.5590941369533539,0.7735002040863037,442.83552900186453,256.8219948216311,1.7572510242462158,841.7660552978516,884.1655883789062,0.33416403121496063,0.1313549078055199,0.007520138286054134,0.530418461561203,0.6986438035964966,0.9319704792608282,0.050113014785137494,0.7154696583747864,0.9922996759414673,0.9999717473983765,group_061,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_80,80,400360,True,3.3660409332286445,0.3528933230705675,2.7701408863067627,4.1820478439331055,5.12334680557251,351.41064555998724,11.405775681732333,341.5484924316406,368.7080078125,431.5703125,0.4079335013408024,0.048756034696353284,0.31908100843429565,0.5087760090827942,0.6592249870300293,187.28120540280074,17.39838269766395,130.099365234375,212.32898025512696,222.64212036132812,0.34439905575709184,0.141269888237205,0.007519646547734737,0.5590830564498901,0.7735031247138977,442.5143151320034,256.74859428429386,1.736780047416687,841.3084747314454,883.474609375,0.334210074061663,0.13136517020909474,0.007519575301557779,0.5304090499877929,0.6986458897590637,0.9319520498223686,0.05012180429081398,0.715467631816864,0.9922989636659623,0.9999717473983765,group_065,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_88,88,400360,True,3.4312049936135818,0.4015466044897607,2.7706379890441895,4.368343830108643,5.1793951988220215,405.72581853699836,13.581079007465464,350.5965881347656,433.6592102050781,449.123046875,0.3652474960874446,0.05660758678029543,0.2813960015773773,0.5064759850502014,0.6472370028495789,187.42234781676686,17.360083989707842,130.1018829345703,212.39315795898438,223.21644592285156,0.34410111282514616,0.1411394454290275,0.007523116189986467,0.5584268242120741,0.773485004901886,443.3967602127236,256.884503092619,1.7678569555282593,842.4785247802735,885.3951416015625,0.33393802350836493,0.13125303002056643,0.007523044943809509,0.5298527061939239,0.6986328959465027,0.9320690557933828,0.05005310985074554,0.7154803276062012,0.9922975897789001,0.9999716877937317,group_042,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_90,90,400360,True,3.400073378183039,0.37261808884472103,2.7564239501953125,4.2602009773254395,5.122852802276611,382.82797187365355,18.96182177597606,347.60638427734375,424.71832275390625,445.9610595703125,0.4622869630116708,0.047287584670489664,0.2958599925041199,0.5413879752159119,0.6699810028076172,187.29173416322922,17.360666543752558,130.04721069335938,212.27374420166015,222.88844299316406,0.3442031862730429,0.14120769307708492,0.00752096576616168,0.5587772846221923,0.7734891772270203,443.19359956451325,256.85069872369206,1.7811709642410278,842.1855499267579,885.01171875,0.3340301712226784,0.13131385614581007,0.0075208949856460094,0.5301498293876648,0.6986358761787415,0.9320258467374166,0.05008329961662617,0.7154773473739624,0.9922998577356339,0.9999717473983765,group_072,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_103,103,400360,True,4.339506973349878,0.27899645355600694,3.0151379108428955,4.8310041427612305,5.276573181152344,390.3038883394837,18.68286123473922,345.99969482421875,431.709716796875,445.12786865234375,0.40564945816564946,0.04936315218105137,0.3166239857673645,0.506941020488739,0.6606789827346802,188.06127292889556,17.39402456864276,130.4527130126953,213.05174484252927,223.90484619140625,0.3439346060468558,0.14098218068947424,0.007531077601015568,0.5574018508195876,0.7734638452529907,444.5195044784541,257.494812634762,1.739096999168396,844.5674438476562,887.5555419921875,0.33378983643982985,0.13111067689478156,0.00753100635483861,0.5289831429719924,0.6986177563667297,0.9321455877755521,0.049989385752042356,0.7154950499534607,0.9922798335552215,0.9999716281890869,group_081,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_108,108,400360,True,3.6610216053564333,0.355123567324996,2.8566720485687256,4.467981815338135,5.184998035430908,391.21672399747456,18.514702958738802,348.6625671386719,431.9697265625,443.92230224609375,0.35125638195560555,0.06257564535823935,0.26987600326538086,0.49938899278640747,0.6626150012016296,187.46590169616388,17.368710111893417,130.1195831298828,212.44595336914062,223.14593505859375,0.34411239786779013,0.14115974887627683,0.007523300591856241,0.5584617167711257,0.7734825611114502,443.5642532131504,256.9778736607938,1.7726720571517944,842.7867462158204,885.7247924804688,0.33394762716941595,0.13127176972047447,0.007523229345679283,0.5298822075128554,0.6986311674118042,0.9320625879658794,0.05006033343977658,0.7154819965362549,0.9922982454299927,0.9999716877937317,group_085,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_112,112,400360,True,3.417526579903656,0.398621886497686,2.7675399780273438,4.352919101715088,5.166000843048096,383.58354235033687,18.734314504680704,346.5842590332031,423.76593017578125,445.6597595214844,0.536444926924705,0.04269907042898526,0.3076770007610321,0.5988079905509949,0.6840869784355164,187.39012623544053,17.35027862028667,130.07485961914062,212.3560676574707,223.1293182373047,0.3441091026118662,0.14113526101842933,0.0075219543650746346,0.5584561020135879,0.7734835743904114,443.43460328840825,256.87858843085536,1.7873990535736084,842.5,885.4988403320312,0.33394565343088256,0.1312486435548952,0.0075218831188976765,0.5298774927854537,0.6986318826675415,0.9320669451268989,0.0500530104553478,0.7154812812805176,0.992297711968422,0.9999716877937317,group_088,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_113,113,400360,True,3.4587296886131567,0.4015573740201712,2.785231113433838,4.402708053588867,5.1841301918029785,391.67158250506674,18.276790081573903,349.4798583984375,431.2522277832031,444.0272216796875,0.3577572602047312,0.0559295254579409,0.26815199851989746,0.493817001581192,0.6236850023269653,187.40737909581327,17.369945554091576,130.11817932128906,212.38922195434571,223.08160400390625,0.3441633342981028,0.14119690969365065,0.007521254010498524,0.5586710572242737,0.7734881043434143,443.4414610003854,256.946467568652,1.7704960107803345,842.6015655517579,885.4990844726562,0.33399346820915415,0.1313050705578539,0.007521182764321566,0.530059778690338,0.6986351609230042,0.9320406137120832,0.05007630246469289,0.7154781222343445,0.9923002749681473,0.9999716877937317,group_089,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_123,123,400360,True,3.368288706189591,0.35216925074616645,2.769001007080078,4.180802822113037,5.123009204864502,368.2379313933622,14.806386735737254,348.7608642578125,403.6097717285156,439.80908203125,0.34790326715742437,0.06024116077828129,0.26482900977134705,0.49037501215934753,0.6392509937286377,187.27244209966432,17.386749794725418,130.03546142578125,212.27426528930664,222.72836303710938,0.34436697207247224,0.14128404946777035,0.007522678934037685,0.5590540915727615,0.7735083103179932,442.8987932570067,256.83940731375986,1.7715870141983032,841.8403961181641,884.4413452148438,0.33417950963560483,0.1313799170532025,0.007522608153522015,0.5303845435380935,0.6986495852470398,0.9319608996133667,0.050122393905572285,0.7154639959335327,0.9922972321510315,0.9999716877937317,group_095,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_126,126,400360,True,3.424189413033328,0.39699429868255387,2.761198043823242,4.346402168273926,5.167457103729248,377.54791543933703,11.997283771861486,350.47198486328125,402.2124328613281,439.786376953125,0.32867472613890436,0.039171304482774345,0.26241400837898254,0.41342198848724365,0.6256620287895203,187.37877895299198,17.37834251869333,130.13597106933594,212.38173141479493,222.8981170654297,0.34423828404689644,0.14122606245066183,0.007522679399698973,0.5588594079017639,0.7734950184822083,443.1120339474489,256.8987854592367,1.7763129472732544,842.1664520263672,884.859375,0.334062089889297,0.1313299843503603,0.007522608619183302,0.5302194386720658,0.6986401081085205,0.9320116617089981,0.05009209195330236,0.7154732942581177,0.9922985434532166,0.9999716877937317,group_098,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
case_131,131,400360,True,3.352003227688952,0.3541356452981633,2.746488094329834,4.1649909019470215,5.114704132080078,367.29799245376427,14.718939260980683,347.809814453125,402.53814697265625,439.66351318359375,0.35796737787082533,0.06065955757878551,0.2747650146484375,0.5001509785652161,0.6477370262145996,187.2725347397151,17.386389675489063,130.03282165527344,212.2725402832031,222.730224609375,0.3443647953103293,0.14128367248872598,0.00752234598621726,0.5590530723333359,0.7735071182250977,442.90051814357156,256.8373487055389,1.772807002067566,841.8380767822266,884.4468383789062,0.3341774886749204,0.13137959363610927,0.00752227520570159,0.5303837120532989,0.6986487507820129,0.9319616806011051,0.05012219478197676,0.7154648303985596,0.9922971725463867,0.9999716877937317,group_095,5139fe57e964f6d522e388431cd9821fb629a84bee9ff7ec085fdc7e0639f1a4
