case_id,estimated_v10_mean_residual_mpa,predicted_mean_correction_mpa,error_mpa
case_119,-0.8345590057425195,-0.509376124639498,0.3251828811030215
case_120,-0.7472923322820482,-0.5852191025447381,0.1620732297373101
case_121,-0.44554418068198653,-0.48778194664497454,-0.042237765962988005
case_122,-0.55574419076914,-0.4297481120195382,0.12599607874960173
case_125,-0.7068477791342478,-0.6216918349844748,0.08515594414977301
case_127,-0.46069568532278693,-0.4622408240494412,-0.0015451387266542937
case_128,-0.439153089195614,-0.4062582307817354,0.032894858413878625
case_129,-0.42033302754794766,-0.5325217269464068,-0.1121886993984591
case_130,-0.4302817056313241,-0.6097655006945798,-0.17948379506325568
case_136,-0.4392956571537738,-0.4872307405563635,-0.04793508340258973
case_137,-0.47630252998888384,-0.3980651115787103,0.07823741841017356
case_139,-0.309479447304078,-0.5238956214298877,-0.21441617412580966
case_141,-0.5672012855998704,-0.5114633283555642,0.05573795724430619
case_142,-0.5066442122254733,-0.5151057338115045,-0.008461521586031195
case_144,-0.539237308350598,-0.6548243612584727,-0.11558705290787463
case_145,-0.878078017441766,-0.6021041573134657,0.2759738601283003
case_146,-0.6111723205883927,-0.5125497629898416,0.0986225575985511
case_147,-0.4437919383023806,-0.5126478449226363,-0.06885590662025565
case_148,-0.13496982662069434,-0.48563634066239725,-0.3506665140417029
case_150,-0.2617975068960093,-0.5427617812028515,-0.2809642743068422
case_153,-0.47225994554607087,-0.5220805165874957,-0.04982057104142479
case_154,-0.23753308586390834,-0.5131919588242894,-0.27565887296038105
case_155,-0.47935411814582873,-0.5172701184874803,-0.037916000341651546
case_158,-0.2792065427549621,-0.5647840698625354,-0.2855775271075733
case_159,-0.26620400106360564,-0.5083222541536082,-0.24211825309000257
case_163,-0.6653617691265635,-0.5809686948027964,0.08439307432376708
case_166,-0.30898226695397485,-0.525313867456609,-0.21633160050263417
case_169,-0.11063398947728309,-0.5093789830451666,-0.3987449935678835
case_170,-0.6362345780684568,-0.4833247482677102,0.15290982980074663
case_173,-0.4424510854172392,-0.7191883234750186,-0.2767372380577794
case_175,-0.35327482684143724,-0.4642322635514119,-0.11095743670997466
case_179,-0.41966437231551584,-0.503976459605682,-0.0843120872901662
case_181,-0.21511955745738276,-0.5391741106273292,-0.32405455316994647
case_182,-0.546220041343583,-0.5974517203187276,-0.05123167897514458
case_183,-0.32626716552636414,-0.47846526363980735,-0.1521980981134432
case_184,-0.2836492292409185,-0.513045892989017,-0.22939666374809853
case_185,-0.7227305182651625,-0.5812021648920779,0.14152835337308467
case_186,-0.6429437918983172,-0.5341710141600103,0.10877277773830685
case_187,-0.23940579107895918,-0.5163345024270022,-0.276928711348043
case_188,-0.49154375877036965,-0.49450213004995025,-0.002958371279580596
case_191,-0.3279101301047159,-0.5318028419430659,-0.20389271183835
case_192,-0.3103308894580817,-0.5256815243044973,-0.21535063484641565
case_193,-0.49582692906236625,-0.5258765714652204,-0.030049642402854126
case_195,-0.24643890908924254,-0.5578382072441347,-0.31139929815489215
case_196,-0.44575505987253994,-0.5040708441529441,-0.05831578428040418
case_197,-0.4125667963970872,-0.46206652857679587,-0.049499732179708655
case_199,-0.5097872641951933,-0.5139511343615463,-0.004163870166353001
case_200,-0.17617346876370224,-0.48180048311541357,-0.30562701435171136
